,name,label
28977,0_48698,24
28978,0_48701,28
28979,0_48702,4
28980,0_48704,28
28981,0_48706,28
28982,0_48707,23
28983,0_48709,3
28984,0_48710,2
28985,0_48712,23
28986,0_48713,15
28987,0_48715,26
28988,0_48716,26
28989,0_48717,24
28990,0_48718,20
28991,0_48719,23
28992,0_48722,28
28993,0_48724,28
28994,0_48725,27
28995,0_48726,28
28996,0_48729,28
28997,0_48730,20
28998,0_48731,28
28999,0_48732,31
29000,0_48735,2
29001,0_48736,24
29002,0_48737,4
29003,0_48739,39
29004,0_48742,3
29005,0_48743,28
29006,0_48746,24
29007,0_48747,9
29008,0_48748,9
29009,0_48750,28
29010,0_48753,5
29011,0_48754,24
29012,0_48755,25
29013,0_48756,2
29014,0_48757,24
29015,0_48758,23
29016,0_48759,27
29017,0_48760,9
29018,0_48763,13
29019,0_48764,4
29020,0_48765,31
29021,0_48766,9
29022,0_48769,5
29023,0_48771,28
29024,0_48775,9
29025,0_48776,33
29026,0_48778,2
29027,0_48779,24
29028,0_48780,0
29029,0_48782,8
29030,0_48783,24
29031,0_48784,28
29032,0_48785,29
29033,0_48786,2
29034,0_48789,27
29035,0_48793,3
29036,0_48794,22
29037,0_48795,28
29038,0_48796,24
29039,0_48797,26
29040,0_48799,8
29041,0_48802,28
29042,0_48803,5
29043,0_48805,24
29044,0_48810,24
29045,0_48812,20
29046,0_48814,28
29047,0_48815,28
29048,0_48816,28
29049,0_48818,8
29050,0_48819,2
29051,0_48820,32
29052,0_48823,9
29053,0_48824,28
29054,0_48825,2
29055,0_48829,28
29056,0_48830,8
29057,0_48831,5
29058,0_48832,5
29059,0_48833,24
29060,0_48835,4
29061,0_48837,39
29062,0_48839,23
29063,0_48841,28
29064,0_48845,23
29065,0_48846,20
29066,0_48847,28
29067,0_48848,5
29068,0_48849,28
29069,0_48850,24
29070,0_48851,32
29071,0_48853,15
29072,0_48856,39
29073,0_48859,23
29074,0_48860,4
29075,0_48861,18
29076,0_48864,8
29077,0_48865,31
29078,0_48866,7
29079,0_48868,28
29080,0_48869,13
29081,0_48870,20
29082,0_48871,28
29083,0_48872,4
29084,0_48874,13
29085,0_48877,2
29086,0_48878,24
29087,0_48879,39
29088,0_48882,26
29089,0_48883,26
29090,0_48884,8
29091,0_48885,39
29092,0_48887,24
29093,0_48890,24
29094,0_48891,28
29095,0_48892,2
29096,0_48894,28
29097,0_48900,5
29098,0_48902,24
29099,0_48905,28
29100,0_48907,27
29101,0_48908,20
29102,0_48912,24
29103,0_48914,5
29104,0_48915,28
29105,0_48916,24
29106,0_48917,7
29107,0_48919,24
29108,0_48924,28
29109,0_48928,23
29110,0_48929,2
29111,0_48931,2
29112,0_48932,4
29113,0_48933,33
29114,0_48934,24
29115,0_48935,9
29116,0_48937,28
29117,0_48938,27
29118,0_48939,24
29119,0_48941,17
29120,0_48942,25
29121,0_48943,5
29122,0_48947,4
29123,0_48950,8
29124,0_48952,24
29125,0_48953,24
29126,0_48957,24
29127,0_48958,26
29128,0_48962,24
29129,0_48965,20
29130,0_48967,8
29131,0_48968,4
29132,0_48969,4
29133,0_48970,4
29134,0_48978,39
29135,0_48979,31
29136,0_48980,27
29137,0_48981,28
29138,0_48985,28
29139,0_48986,25
29140,0_48987,24
29141,0_48988,24
29142,0_48989,5
29143,0_48990,4
29144,0_48991,24
29145,0_48992,24
29146,0_48993,25
29147,0_48996,15
29148,0_48997,24
29149,0_49001,5
29150,0_49005,20
29151,0_49006,31
29152,0_49008,23
29153,0_49009,24
29154,0_49011,27
29155,0_49013,8
29156,0_49014,24
29157,0_49015,27
29158,0_49016,20
29159,0_49018,24
29160,0_49020,24
29161,0_49021,22
29162,0_49022,4
29163,0_49023,23
29164,0_49024,24
29165,0_49028,28
29166,0_49029,24
29167,0_49030,2
29168,0_49032,24
29169,0_49033,24
29170,0_49035,27
29171,0_49037,24
29172,0_49039,28
29173,0_49041,28
29174,0_49042,24
29175,0_49043,24
29176,0_49044,24
29177,0_49045,4
29178,0_49048,26
29179,0_49049,24
29180,0_49056,5
29181,0_49058,2
29182,0_49059,24
29183,0_49061,23
29184,0_49062,28
29185,0_49064,24
29186,0_49065,13
29187,0_49066,24
29188,0_49068,24
29189,0_49069,4
29190,0_49070,27
29191,0_49071,27
29192,0_49073,24
29193,0_49074,24
29194,0_49075,24
29195,0_49076,28
29196,0_49077,24
29197,0_49079,18
29198,0_49082,24
29199,0_49083,28
29200,0_49087,24
29201,0_49088,9
29202,0_49089,24
29203,0_49090,25
29204,0_49091,8
29205,0_49092,24
29206,0_49094,28
29207,0_49096,28
29208,0_49097,5
29209,0_49099,26
29210,0_49101,28
29211,0_49102,28
29212,0_49105,24
29213,0_49107,24
29214,0_49109,25
29215,0_49110,24
29216,0_49111,23
29217,0_49112,27
29218,0_49113,31
29219,0_49114,24
29220,0_49115,24
29221,0_49116,24
29222,0_49117,24
29223,0_49118,24
29224,0_49120,28
29225,0_49121,24
29226,0_49122,24
29227,0_49123,24
29228,0_49124,26
29229,0_49125,24
29230,0_49126,24
29231,0_49128,28
29232,0_49130,24
29233,0_49131,28
29234,0_49132,24
29235,0_49133,24
29236,0_49134,2
29237,0_49136,26
29238,0_49138,24
29239,0_49140,26
29240,0_49141,24
29241,0_49145,26
29242,0_49146,8
29243,0_49150,28
29244,0_49152,5
29245,0_49153,24
29246,0_49157,2
29247,0_49159,24
29248,0_49162,8
29249,0_49163,5
29250,0_49166,0
29251,0_49167,28
29252,0_49168,24
29253,0_49169,8
29254,0_49170,33
29255,0_49171,9
29256,0_49172,8
29257,0_49174,24
29258,0_49175,31
29259,0_49177,9
29260,0_49178,28
29261,0_49179,28
29262,0_49181,5
29263,0_49182,24
29264,0_49183,28
29265,0_49184,24
29266,0_49185,28
29267,0_49186,28
29268,0_49187,24
29269,0_49188,4
29270,0_49189,9
29271,0_49194,4
29272,0_49195,28
29273,0_49196,22
29274,0_49197,28
29275,0_49198,7
29276,0_49199,27
29277,0_49200,5
29278,0_49202,28
29279,0_49204,28
29280,0_49206,8
29281,0_49207,2
29282,0_49208,28
29283,0_49210,4
29284,0_49212,13
29285,0_49213,2
29286,0_49215,28
29287,0_49216,5
29288,0_49218,24
29289,0_49221,5
29290,0_49222,2
29291,0_49224,28
29292,0_49225,4
29293,0_49226,28
29294,0_49227,8
29295,0_49228,26
29296,0_49230,1
29297,0_49231,20
29298,0_49232,28
29299,0_49233,26
29300,0_49234,9
29301,0_49235,23
29302,0_49236,28
29303,0_49237,24
29304,0_49239,39
29305,0_49240,28
29306,0_49241,4
29307,0_49242,23
29308,0_49245,1
29309,0_49248,4
29310,0_49249,28
29311,0_49251,31
29312,0_49255,4
29313,0_49256,8
29314,0_49257,4
29315,0_49258,28
29316,0_49260,5
29317,0_49261,20
29318,0_49262,8
29319,0_49263,23
29320,0_49264,5
29321,0_49265,28
29322,0_49267,8
29323,0_49268,8
29324,0_49269,28
29325,0_49270,31
29326,0_49271,28
29327,0_49272,28
29328,0_49273,3
29329,0_49274,28
29330,0_49275,28
29331,0_49276,28
29332,0_49277,28
29333,0_49279,26
29334,0_49280,26
29335,0_49284,28
29336,0_49287,28
29337,0_49289,28
29338,0_49290,28
29339,0_49292,28
29340,0_49293,28
29341,0_49294,24
29342,0_49295,3
29343,0_49297,2
29344,0_49299,39
29345,0_49300,26
29346,0_49301,28
29347,0_49302,28
29348,0_49305,28
29349,0_49307,33
29350,0_49308,33
29351,0_49309,8
29352,0_49311,2
29353,0_49312,26
29354,0_49313,26
29355,0_49315,28
29356,0_49318,26
29357,0_49319,4
29358,0_49321,24
29359,0_49322,28
29360,0_49325,3
29361,0_49326,28
29362,0_49327,18
29363,0_49328,2
29364,0_49329,20
29365,0_49330,33
29366,0_49332,24
29367,0_49334,20
29368,0_49335,28
29369,0_49336,28
29370,0_49337,28
29371,0_49338,2
29372,0_49341,28
29373,0_49343,13
29374,0_49344,20
29375,0_49345,28
29376,0_49346,2
29377,0_49348,28
29378,0_49349,24
29379,0_49350,28
29380,0_49353,8
29381,0_49355,28
29382,0_49356,24
29383,0_49359,28
29384,0_49360,28
29385,0_49363,28
29386,0_49364,28
29387,0_49365,4
29388,0_49367,24
29389,0_49369,26
29390,0_49375,9
29391,0_49377,4
29392,0_49380,0
29393,0_49382,22
29394,0_49383,28
29395,0_49384,28
29396,0_49385,1
29397,0_49386,24
29398,0_49387,28
29399,0_49388,24
29400,0_49389,24
29401,0_49391,24
29402,0_49392,24
29403,0_49393,24
29404,0_49396,31
29405,0_49399,27
29406,0_49400,28
29407,0_49404,1
29408,0_49405,28
29409,0_49407,2
29410,0_49409,28
29411,0_49411,28
29412,0_49412,15
29413,0_49414,22
29414,0_49416,22
29415,0_49418,28
29416,0_49420,27
29417,0_49421,24
29418,0_49422,2
29419,0_49423,5
29420,0_49426,24
29421,0_49427,13
29422,0_49429,28
29423,0_49431,8
29424,0_49433,27
29425,0_49434,1
29426,0_49436,28
29427,0_49438,2
29428,0_49439,8
29429,0_49440,26
29430,0_49441,7
29431,0_49443,28
29432,0_49445,9
29433,0_49446,31
29434,0_49447,2
29435,0_49448,24
29436,0_49451,26
29437,0_49453,24
29438,0_49454,28
29439,0_49455,9
29440,0_49457,1
29441,0_49459,28
29442,0_49462,29
29443,0_49463,15
29444,0_49464,31
29445,0_49466,27
29446,0_49467,26
29447,0_49468,9
29448,0_49469,27
29449,0_49470,5
29450,0_49471,2
29451,0_49473,26
29452,0_49474,28
29453,0_49475,28
29454,0_49476,24
29455,0_49477,24
29456,0_49478,3
29457,0_49479,24
29458,0_49480,27
29459,0_49483,24
29460,0_49484,25
29461,0_49487,2
29462,0_49488,20
29463,0_49489,29
29464,0_49491,24
29465,0_49492,4
29466,0_49497,24
29467,0_49500,24
29468,0_49501,13
29469,0_49505,24
29470,0_49506,33
29471,0_49510,2
29472,0_49512,27
29473,0_49514,31
29474,0_49517,28
29475,0_49518,28
29476,0_49519,24
29477,0_49521,24
29478,0_49523,24
29479,0_49524,24
29480,0_49525,8
29481,0_49529,5
29482,0_49530,27
29483,0_49531,23
29484,0_49532,31
29485,0_49533,4
29486,0_49534,5
29487,0_49535,28
29488,0_49537,28
29489,0_49538,3
29490,0_49539,3
29491,0_49541,31
29492,0_49543,13
29493,0_49544,13
29494,0_49545,28
29495,0_49546,26
29496,0_49552,2
29497,0_49553,24
29498,0_49556,24
29499,0_49557,24
29500,0_49559,28
29501,0_49560,28
29502,0_49561,27
29503,0_49564,2
29504,0_49566,33
29505,0_49568,8
29506,0_49570,5
29507,0_49571,1
29508,0_49573,2
29509,0_49576,4
29510,0_49577,1
29511,0_49580,18
29512,0_49581,24
29513,0_49585,28
29514,0_49586,28
29515,0_49590,22
29516,0_49591,28
29517,0_49593,23
29518,0_49594,28
29519,0_49595,22
29520,0_49597,28
29521,0_49598,8
29522,0_49599,28
29523,0_49602,4
29524,0_49603,5
29525,0_49604,24
29526,0_49606,28
29527,0_49607,28
29528,0_49609,24
29529,0_49610,24
29530,0_49611,28
29531,0_49613,26
29532,0_49614,26
29533,0_49615,24
29534,0_49617,24
29535,0_49618,22
29536,0_49623,28
29537,0_49625,23
29538,0_49627,13
29539,0_49628,8
29540,0_49629,27
29541,0_49630,24
29542,0_49632,24
29543,0_49633,23
29544,0_49635,4
29545,0_49642,4
29546,0_49643,24
29547,0_49644,28
29548,0_49646,5
29549,0_49647,3
29550,0_49648,24
29551,0_49649,28
29552,0_49650,24
29553,0_49651,8
29554,0_49652,25
29555,0_49655,22
29556,0_49656,2
29557,0_49657,24
29558,0_49658,26
29559,0_49662,24
29560,0_49663,28
29561,0_49665,13
29562,0_49670,24
29563,0_49671,27
29564,0_49672,27
29565,0_49673,27
29566,0_49674,2
29567,0_49677,28
29568,0_49679,4
29569,0_49682,23
29570,0_49683,29
29571,0_49685,2
29572,0_49687,31
29573,0_49689,26
29574,0_49690,31
29575,0_49691,24
29576,0_49694,28
29577,0_49699,28
29578,0_49701,28
29579,0_49702,28
29580,0_49707,24
29581,0_49710,3
29582,0_49711,27
29583,0_49715,24
29584,0_49716,23
29585,0_49717,24
29586,0_49718,3
29587,0_49719,33
29588,0_49723,8
29589,0_49725,24
29590,0_49726,24
29591,0_49727,24
29592,0_49732,8
29593,0_49733,24
29594,0_49741,28
29595,0_49743,15
29596,0_49747,17
29597,0_49749,28
29598,0_49750,5
29599,0_49751,27
29600,0_49752,24
29601,0_49755,24
29602,0_49756,2
29603,0_49760,13
29604,0_49761,26
29605,0_49763,28
29606,0_49764,3
29607,0_49766,24
29608,0_49770,24
29609,0_49772,24
29610,0_49773,24
29611,0_49774,24
29612,0_49776,26
29613,0_49779,2
29614,0_49783,27
29615,0_49786,24
29616,0_49787,24
29617,0_49789,5
29618,0_49790,28
29619,0_49794,24
29620,0_49796,5
29621,0_49797,24
29622,0_49799,24
29623,0_49802,24
29624,0_49803,24
29625,0_49804,24
29626,0_49805,24
29627,0_49810,24
29628,0_49816,23
29629,0_49817,28
29630,0_49818,28
29631,0_49822,31
29632,0_49823,2
29633,0_49825,27
29634,0_49828,24
29635,0_49830,28
29636,0_49832,2
29637,0_49833,24
29638,0_49836,24
29639,0_49841,4
29640,0_49845,25
29641,0_49846,24
29642,0_49848,24
29643,0_49851,1
29644,0_49854,24
29645,0_49855,22
29646,0_49856,26
29647,0_49857,24
29648,0_49858,24
29649,0_49859,4
29650,0_49860,28
29651,0_49861,25
29652,0_49862,4
29653,0_49864,27
29654,0_49865,24
29655,0_49869,8
29656,0_49870,2
29657,0_49871,4
29658,0_49873,24
29659,0_49876,28
29660,0_49877,33
29661,0_49878,28
29662,0_49879,27
29663,0_49880,39
29664,0_49882,24
29665,0_49884,24
29666,0_49885,8
29667,0_49886,24
29668,0_49887,31
29669,0_49888,24
29670,0_49890,31
29671,0_49893,25
29672,0_49894,24
29673,0_49895,24
29674,0_49896,28
29675,0_49899,2
29676,0_49901,24
29677,0_49904,24
29678,0_49905,24
29679,0_49906,26
29680,0_49907,4
29681,0_49908,24
29682,0_49910,24
29683,0_49911,23
29684,0_49912,24
29685,0_49913,24
29686,0_49914,27
29687,0_49915,24
29688,0_49917,27
29689,0_49918,24
29690,0_49919,26
29691,0_49920,27
29692,0_49921,24
29693,0_49925,31
29694,0_49926,4
29695,0_49927,9
29696,0_49928,8
29697,0_49929,28
29698,0_49930,20
29699,0_49934,2
29700,0_49935,8
29701,0_49936,20
29702,0_49938,28
29703,0_49940,31
29704,0_49941,2
29705,0_49942,13
29706,0_49943,28
29707,0_49945,28
29708,0_49947,13
29709,0_49948,28
29710,0_49949,2
29711,0_49952,24
29712,0_49953,8
29713,0_49954,5
29714,0_49955,24
29715,0_49956,24
29716,0_49957,27
29717,0_49958,9
29718,0_49961,22
29719,0_49964,5
29720,0_49965,24
29721,0_49966,9
29722,0_49967,24
29723,0_49969,5
29724,0_49970,13
29725,0_49971,24
29726,0_49976,20
29727,0_49977,28
29728,0_49978,8
29729,0_49979,28
29730,0_49981,22
29731,0_49982,24
29732,0_49983,24
29733,0_49986,28
29734,0_49990,13
29735,0_49993,4
29736,0_49994,8
29737,0_49995,26
29738,0_49996,2
29739,0_49998,28
29740,0_50000,23
29741,0_50004,5
29742,0_50005,5
29743,0_50006,2
29744,0_50007,17
29745,0_50009,4
29746,0_50012,28
29747,0_50013,31
29748,0_50015,2
29749,0_50018,26
29750,0_50020,5
29751,0_50022,26
29752,0_50025,24
29753,0_50026,25
29754,0_50027,24
29755,0_50035,8
29756,0_50036,23
29757,0_50037,28
29758,0_50038,33
29759,0_50040,26
29760,0_50041,24
29761,0_50042,4
29762,0_50043,27
29763,0_50044,8
29764,0_50047,18
29765,0_50049,5
29766,0_50050,8
29767,0_50051,20
29768,0_50052,9
29769,0_50054,9
29770,0_50055,20
29771,0_50058,28
29772,0_50059,2
29773,0_50060,5
29774,0_50061,20
29775,0_50063,24
29776,0_50065,2
29777,0_50066,28
29778,0_50067,24
29779,0_50068,8
29780,0_50069,29
29781,0_50070,9
29782,0_50071,28
29783,0_50072,26
29784,0_50073,28
29785,0_50074,5
29786,0_50075,31
29787,0_50077,24
29788,0_50081,2
29789,0_50087,20
29790,0_50089,8
29791,0_50090,24
29792,0_50094,9
29793,0_50096,2
29794,0_50097,3
29795,0_50100,39
29796,0_50102,9
29797,0_50103,4
29798,0_50104,31
29799,0_50106,3
29800,0_50107,28
29801,0_50108,5
29802,0_50109,24
29803,0_50110,24
29804,0_50111,17
29805,0_50112,28
29806,0_50113,27
29807,0_50115,39
29808,0_50116,8
29809,0_50117,5
29810,0_50118,5
29811,0_50120,9
29812,0_50121,5
29813,0_50122,8
29814,0_50123,28
29815,0_50125,24
29816,0_50126,8
29817,0_50127,25
29818,0_50129,4
29819,0_50130,5
29820,0_50133,20
29821,0_50134,24
29822,0_50136,2
29823,0_50137,22
29824,0_50138,8
29825,0_50140,24
29826,0_50141,24
29827,0_50143,28
29828,0_50144,28
29829,0_50147,2
29830,0_50150,26
29831,0_50151,28
29832,0_50152,18
29833,0_50154,5
29834,0_50155,20
29835,0_50158,13
29836,0_50160,28
29837,0_50161,28
29838,0_50163,3
29839,0_50165,2
29840,0_50166,7
29841,0_50169,5
29842,0_50170,5
29843,0_50171,4
29844,0_50172,26
29845,0_50173,31
29846,0_50175,8
29847,0_50177,28
29848,0_50179,4
29849,0_50180,8
29850,0_50181,5
29851,0_50183,8
29852,0_50187,20
29853,0_50188,33
29854,0_50189,9
29855,0_50190,27
29856,0_50192,33
29857,0_50193,26
29858,0_50195,27
29859,0_50199,2
29860,0_50200,5
29861,0_50201,27
29862,0_50203,4
29863,0_50204,9
29864,0_50205,28
29865,0_50207,8
29866,0_50208,25
29867,0_50209,13
29868,0_50210,18
29869,0_50211,24
29870,0_50212,33
29871,0_50214,26
29872,0_50217,2
29873,0_50219,28
29874,0_50223,27
29875,0_50224,8
29876,0_50225,24
29877,0_50226,25
29878,0_50231,17
29879,0_50233,24
29880,0_50234,4
29881,0_50236,24
29882,0_50237,18
29883,0_50238,23
29884,0_50240,31
29885,0_50242,24
29886,0_50244,39
29887,0_50246,4
29888,0_50247,24
29889,0_50251,4
29890,0_50256,25
29891,0_50257,4
29892,0_50258,27
29893,0_50259,27
29894,0_50260,5
29895,0_50261,33
29896,0_50262,24
29897,0_50263,24
29898,0_50265,24
29899,0_50267,28
29900,0_50268,5
29901,0_50270,28
29902,0_50271,27
29903,0_50275,24
29904,0_50277,24
29905,0_50278,3
29906,0_50279,24
29907,0_50281,13
29908,0_50282,1
29909,0_50283,24
29910,0_50286,24
29911,0_50287,24
29912,0_50288,27
29913,0_50291,8
29914,0_50292,24
29915,0_50293,23
29916,0_50294,24
29917,0_50295,23
29918,0_50296,24
29919,0_50297,24
29920,0_50298,5
29921,0_50299,24
29922,0_50304,28
29923,0_50306,2
29924,0_50308,31
29925,0_50309,26
29926,0_50312,24
29927,0_50313,7
29928,0_50315,27
29929,0_50317,33
29930,0_50319,5
29931,0_50320,24
29932,0_50321,25
29933,0_50322,28
29934,0_50323,28
29935,0_50324,24
29936,0_50327,24
29937,0_50328,24
29938,0_50330,26
29939,0_50331,26
29940,0_50332,24
29941,0_50333,27
29942,0_50335,2
29943,0_50337,7
29944,0_50339,24
29945,0_50340,24
29946,0_50342,27
29947,0_50344,28
29948,0_50346,13
29949,0_50347,4
29950,0_50350,24
29951,0_50351,25
29952,0_50355,28
29953,0_50359,24
29954,0_50361,24
29955,0_50362,3
29956,0_50363,13
29957,0_50364,4
29958,0_50365,4
29959,0_50367,24
29960,0_50370,28
29961,0_50371,2
29962,0_50372,23
29963,0_50373,27
29964,0_50375,4
29965,0_50376,24
29966,0_50377,23
29967,0_50379,26
29968,0_50381,27
29969,0_50383,24
29970,0_50384,28
29971,0_50387,4
29972,0_50388,24
29973,0_50389,28
29974,0_50390,24
29975,0_50391,2
29976,0_50392,24
29977,0_50393,33
29978,0_50395,8
29979,0_50397,25
29980,0_50401,8
29981,0_50402,24
29982,0_50405,8
29983,0_50408,8
29984,0_50409,24
29985,0_50410,27
29986,0_50412,24
29987,0_50413,23
29988,0_50415,3
29989,0_50418,24
29990,0_50419,24
29991,0_50420,24
29992,0_50421,24
29993,0_50422,24
29994,0_50423,13
29995,0_50424,24
29996,0_50426,24
29997,0_50427,24
29998,0_50430,23
29999,0_50431,28
30000,0_50436,31
30001,0_50438,24
30002,0_50439,8
30003,0_50440,24
30004,0_50444,24
30005,0_50447,23
30006,0_50448,31
30007,0_50451,7
30008,0_50452,27
30009,0_50453,2
30010,0_50455,13
30011,0_50456,26
30012,0_50457,23
30013,0_50459,4
30014,0_50460,24
30015,0_50461,28
30016,0_50462,9
30017,0_50464,28
30018,0_50465,26
30019,0_50466,22
30020,0_50467,32
30021,0_50468,4
30022,0_50470,28
30023,0_50471,28
30024,0_50472,1
30025,0_50474,31
30026,0_50477,24
30027,0_50480,24
30028,0_50481,20
30029,0_50482,0
30030,0_50484,31
30031,0_50485,39
30032,0_50487,1
30033,0_50488,26
30034,0_50489,28
30035,0_50490,28
30036,0_50493,23
30037,0_50494,4
30038,0_50496,13
30039,0_50497,9
30040,0_50498,32
30041,0_50499,26
30042,0_50500,31
30043,0_50501,28
30044,0_50502,9
30045,0_50503,2
30046,0_50504,28
30047,0_50505,4
30048,0_50510,23
30049,0_50511,31
30050,0_50512,39
30051,0_50514,39
30052,0_50515,27
30053,0_50516,28
30054,0_50518,26
30055,0_50519,28
30056,0_50520,28
30057,0_50521,28
30058,0_50522,26
30059,0_50524,28
30060,0_50525,13
30061,0_50528,28
30062,0_50529,3
30063,0_50530,5
30064,0_50533,8
30065,0_50534,31
30066,0_50536,9
30067,0_50537,5
30068,0_50539,28
30069,0_50540,8
30070,0_50542,23
30071,0_50543,28
30072,0_50544,23
30073,0_50545,24
30074,0_50547,24
30075,0_50548,8
30076,0_50549,28
30077,0_50550,39
30078,0_50551,2
30079,0_50552,4
30080,0_50553,33
30081,0_50554,9
30082,0_50557,26
30083,0_50558,8
30084,0_50560,5
30085,0_50561,24
30086,0_50562,28
30087,0_50565,13
30088,0_50566,9
30089,0_50567,5
30090,0_50571,7
30091,0_50572,13
30092,0_50573,28
30093,0_50574,28
30094,0_50575,28
30095,0_50576,26
30096,0_50578,8
30097,0_50579,28
30098,0_50580,2
30099,0_50582,23
30100,0_50583,2
30101,0_50584,5
30102,0_50585,28
30103,0_50586,22
30104,0_50587,28
30105,0_50588,28
30106,0_50589,28
30107,0_50592,2
30108,0_50593,8
30109,0_50594,32
30110,0_50595,2
30111,0_50596,25
30112,0_50599,13
30113,0_50600,4
30114,0_50601,28
30115,0_50602,18
30116,0_50603,13
30117,0_50604,28
30118,0_50605,0
30119,0_50606,28
30120,0_50607,4
30121,0_50608,28
30122,0_50609,28
30123,0_50610,1
30124,0_50613,24
30125,0_50614,28
30126,0_50615,28
30127,0_50616,4
30128,0_50617,5
30129,0_50620,28
30130,0_50622,2
30131,0_50623,28
30132,0_50624,5
30133,0_50625,24
30134,0_50626,23
30135,0_50627,28
30136,0_50629,9
30137,0_50630,24
30138,0_50632,24
30139,0_50633,4
30140,0_50634,27
30141,0_50635,28
30142,0_50637,8
30143,0_50638,8
30144,0_50639,24
30145,0_50640,9
30146,0_50641,23
30147,0_50642,28
30148,0_50643,28
30149,0_50644,18
30150,0_50645,28
30151,0_50646,28
30152,0_50647,22
30153,0_50651,2
30154,0_50652,2
30155,0_50653,28
30156,0_50654,4
30157,0_50655,39
30158,0_50656,8
30159,0_50657,4
30160,0_50658,13
30161,0_50659,5
30162,0_50660,28
30163,0_50661,22
30164,0_50662,2
30165,0_50663,28
30166,0_50664,28
30167,0_50665,24
30168,0_50670,28
30169,0_50675,5
30170,0_50676,24
30171,0_50678,28
30172,0_50679,4
30173,0_50680,18
30174,0_50682,18
30175,0_50685,20
30176,0_50689,26
30177,0_50691,28
30178,0_50692,20
30179,0_50693,28
30180,0_50694,28
30181,0_50696,3
30182,0_50697,20
30183,0_50699,22
30184,0_50700,7
30185,0_50701,28
30186,0_50702,24
30187,0_50703,28
30188,0_50705,28
30189,0_50707,18
30190,0_50708,26
30191,0_50709,39
30192,0_50712,2
30193,0_50713,28
30194,0_50714,13
30195,0_50715,22
30196,0_50716,26
30197,0_50717,9
30198,0_50719,27
30199,0_50720,9
30200,0_50721,28
30201,0_50722,2
30202,0_50723,26
30203,0_50724,28
30204,0_50725,8
30205,0_50726,8
30206,0_50729,24
30207,0_50731,4
30208,0_50732,8
30209,0_50733,26
30210,0_50735,24
30211,0_50736,26
30212,0_50739,9
30213,0_50740,26
30214,0_50741,8
30215,0_50742,23
30216,0_50745,24
30217,0_50747,8
30218,0_50748,28
30219,0_50749,23
30220,0_50750,24
30221,0_50751,23
30222,0_50752,28
30223,0_50754,24
30224,0_50755,24
30225,0_50758,13
30226,0_50759,24
30227,0_50761,13
30228,0_50762,28
30229,0_50763,24
30230,0_50764,27
30231,0_50767,5
30232,0_50768,2
30233,0_50769,4
30234,0_50770,2
30235,0_50774,24
30236,0_50775,15
30237,0_50779,4
30238,0_50781,28
30239,0_50782,5
30240,0_50783,28
30241,0_50784,28
30242,0_50785,4
30243,0_50787,28
30244,0_50788,28
30245,0_50789,28
30246,0_50792,27
30247,0_50793,28
30248,0_50794,26
30249,0_50796,0
30250,0_50801,24
30251,0_50802,28
30252,0_50803,28
30253,0_50804,24
30254,0_50805,8
30255,0_50806,20
30256,0_50807,28
30257,0_50811,3
30258,0_50812,28
30259,0_50813,24
30260,0_50814,28
30261,0_50821,28
30262,0_50826,28
30263,0_50829,20
30264,0_50830,26
30265,0_50832,28
30266,0_50835,2
30267,0_50836,26
30268,0_50841,28
30269,0_50842,1
30270,0_50846,22
30271,0_50847,26
30272,0_50848,4
30273,0_50850,28
30274,0_50851,4
30275,0_50853,24
30276,0_50857,31
30277,0_50858,28
30278,0_50859,22
30279,0_50861,4
30280,0_50862,26
30281,0_50866,28
30282,0_50867,13
30283,0_50868,4
30284,0_50869,24
30285,0_50870,31
30286,0_50877,25
30287,0_50878,28
30288,0_50879,26
30289,0_50882,24
30290,0_50883,8
30291,0_50887,24
30292,0_50888,25
30293,0_50889,28
30294,0_50890,24
30295,0_50892,24
30296,0_50893,9
30297,0_50898,24
30298,0_50899,28
30299,0_50904,28
30300,0_50905,3
30301,0_50906,4
30302,0_50907,2
30303,0_50908,27
30304,0_50909,26
30305,0_50910,13
30306,0_50911,28
30307,0_50912,24
30308,0_50914,13
30309,0_50915,2
30310,0_50916,23
30311,0_50920,24
30312,0_50923,28
30313,0_50925,24
30314,0_50928,2
30315,0_50931,28
30316,0_50932,28
30317,0_50933,4
30318,0_50937,24
30319,0_50938,28
30320,0_50939,8
30321,0_50940,4
30322,0_50942,8
30323,0_50943,4
30324,0_50944,13
30325,0_50945,26
30326,0_50946,7
30327,0_50947,8
30328,0_50948,5
30329,0_50950,24
30330,0_50954,13
30331,0_50955,24
30332,0_50956,24
30333,0_50957,27
30334,0_50959,23
30335,0_50962,24
30336,0_50963,24
30337,0_50964,28
30338,0_50965,13
30339,0_50967,24
30340,0_50968,5
30341,0_50969,5
30342,0_50973,13
30343,0_50974,24
30344,0_50978,28
30345,0_50980,5
30346,0_50982,3
30347,0_50984,23
30348,0_50986,23
30349,0_50994,24
30350,0_50996,13
30351,0_50997,24
30352,0_50998,22
30353,0_51001,23
30354,0_51002,24
30355,0_51007,31
30356,0_51012,15
30357,0_51013,15
30358,0_51015,28
30359,0_51016,31
30360,0_51019,3
30361,0_51020,24
30362,0_51022,39
30363,0_51024,24
30364,0_51028,24
30365,0_51029,18
30366,0_51030,28
30367,0_51031,13
30368,0_51032,5
30369,0_51033,24
30370,0_51034,24
30371,0_51035,28
30372,0_51036,4
30373,0_51037,28
30374,0_51040,24
30375,0_51042,9
